review_id,review_text,rating,date,thumbs_up,reviewer_name,reply_text,reply_date,app_name,bank,source,language,device,app_version,cleaned_text,word_count,key_phrases,phrase_count,rating_category,sentiment_intensity,length_category,days_since_review,review_month,review_year,review_quarter,month_year
CBE_20251203_000057,Love the Commercial Bank of Ethiopia (CBE) app. Makes banking easy.,4,2025-08-22,16,User_522545,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Xiaomi,4.4.30,love commercial bank ethiopia cbe app. makes banking easy.,9,[],0,positive,moderate,short,103,8,2025,3,2025-08
CBE_20251203_000058,Commercial Bank of Ethiopia (CBE) app has login problems. Needs urgent fixing.,1,2025-08-01,21,User_348560,Thanks for bringing this to our attention. We'll fix it soon.,2025-08-09,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Huawei,1.8.89,commercial bank ethiopia cbe app login problems. needs urgent fixing.,10,['login problem'],1,negative,strong,medium,124,8,2025,3,2025-08
CBE_20251203_000059,convenient banking. Love this Commercial Bank of Ethiopia (CBE) app!,4,2025-07-01,13,User_336423,Thank you for your positive feedback! We're glad you like our app.,2025-07-06,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Samsung Galaxy,2.6.70,convenient banking. love commercial bank ethiopia cbe app!,8,[],0,positive,moderate,short,155,7,2025,3,2025-07
CBE_20251203_000062,Very disappointed with Commercial Bank of Ethiopia (CBE). app crashes.,2,2025-08-03,15,User_554801,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,iPhone,3.3.6,disappointed commercial bank ethiopia cbe. app crashes.,7,['app crash'],1,negative,moderate,short,122,8,2025,3,2025-08
CBE_20251203_000063,good UI. Love this Commercial Bank of Ethiopia (CBE) app!,5,2025-11-08,37,User_122896,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Pixel,1.2.78,good ui. love commercial bank ethiopia cbe app!,8,[],0,positive,strong,short,25,11,2025,4,2025-11
CBE_20251203_000064,Commercial Bank of Ethiopia (CBE) app is amazing! fast transactions.,4,2025-08-04,2,User_619824,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Pixel,1.5.28,commercial bank ethiopia cbe app amazing! fast transactions.,8,[],0,positive,moderate,short,121,8,2025,3,2025-08
CBE_20251203_000066,fast transactions. Love this Commercial Bank of Ethiopia (CBE) app!,5,2025-09-26,41,User_371351,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Samsung Galaxy,1.5.1,fast transactions. love commercial bank ethiopia cbe app!,8,[],0,positive,strong,short,68,9,2025,3,2025-09
CBE_20251203_000074,Needs improvement. Commercial Bank of Ethiopia (CBE) app suffers from poor customer service.,1,2025-08-09,7,User_535894,We're sorry to hear about your experience. Contact support for help.,2025-08-13,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Samsung Galaxy,3.3.21,needs improvement. commercial bank ethiopia cbe app suffers poor customer service.,11,['customer service'],1,negative,strong,medium,116,8,2025,3,2025-08
CBE_20251203_000075,Terrible experience with Commercial Bank of Ethiopia (CBE) app.,1,2025-09-17,42,User_458914,We're sorry to hear about your experience. Contact support for help.,2025-09-23,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Samsung Galaxy,3.9.82,terrible experience commercial bank ethiopia cbe app.,7,[],0,negative,strong,short,77,9,2025,3,2025-09
CBE_20251203_000077,reliable service. Love this Commercial Bank of Ethiopia (CBE) app!,5,2025-06-13,41,User_212152,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Huawei,4.4.49,reliable service. love commercial bank ethiopia cbe app!,8,[],0,positive,strong,short,173,6,2025,2,2025-06
CBE_20251203_000082,Commercial Bank of Ethiopia (CBE) app is not reliable for banking.,1,2025-06-22,48,User_895577,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,iPhone,3.9.83,commercial bank ethiopia cbe app reliable banking.,7,[],0,negative,strong,short,164,6,2025,2,2025-06
CBE_20251203_000084,excellent app. Love this Commercial Bank of Ethiopia (CBE) app!,4,2025-10-03,14,User_657794,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Pixel,3.8.36,excellent app. love commercial bank ethiopia cbe app!,8,['excellent app'],1,positive,moderate,short,61,10,2025,4,2025-10
CBE_20251203_000093,Highly recommend Commercial Bank of Ethiopia (CBE). fast transactions.,4,2025-08-14,3,User_998989,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Samsung Galaxy,3.3.50,highly recommend commercial bank ethiopia cbe. fast transactions.,8,[],0,positive,moderate,short,111,8,2025,3,2025-08
CBE_20251203_000095,app crashes with Commercial Bank of Ethiopia (CBE) app. Very frustrating.,1,2025-08-04,39,User_989094,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Samsung Galaxy,3.4.68,app crashes commercial bank ethiopia cbe app. frustrating.,8,['app crash'],1,negative,strong,short,121,8,2025,3,2025-08
CBE_20251203_000101,Poor experience. Commercial Bank of Ethiopia (CBE) app has biometric login fails.,2,2025-09-12,6,User_204619,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Xiaomi,1.0.90,poor experience. commercial bank ethiopia cbe app biometric login fails.,10,['biometric login'],1,negative,moderate,medium,82,9,2025,3,2025-09
CBE_20251203_000103,Needs improvement. Commercial Bank of Ethiopia (CBE) app suffers from biometric login fails.,1,2025-07-28,35,User_134925,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Xiaomi,4.9.35,needs improvement. commercial bank ethiopia cbe app suffers biometric login fails.,11,['biometric login'],1,negative,strong,medium,128,7,2025,3,2025-07
CBE_20251203_000106,Poor experience. Commercial Bank of Ethiopia (CBE) app has poor customer service.,1,2025-10-19,37,User_418520,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Huawei,3.5.92,poor experience. commercial bank ethiopia cbe app poor customer service.,10,['customer service'],1,negative,strong,medium,45,10,2025,4,2025-10
CBE_20251203_000107,secure banking. Love this Commercial Bank of Ethiopia (CBE) app!,5,2025-10-17,29,User_822654,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Samsung Galaxy,1.6.70,secure banking. love commercial bank ethiopia cbe app!,8,[],0,positive,strong,short,47,10,2025,4,2025-10
CBE_20251203_000113,Commercial Bank of Ethiopia (CBE) app is amazing! good UI.,4,2025-10-01,14,User_853556,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Huawei,2.4.19,commercial bank ethiopia cbe app amazing! good ui.,8,[],0,positive,moderate,short,63,10,2025,4,2025-10
CBE_20251203_000117,helpful features. Love this Commercial Bank of Ethiopia (CBE) app!,5,2025-10-17,45,User_705633,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Pixel,2.0.65,helpful features. love commercial bank ethiopia cbe app!,8,[],0,positive,strong,short,47,10,2025,4,2025-10
CBE_20251203_000118,Needs improvement. Commercial Bank of Ethiopia (CBE) app suffers from transaction failures.,1,2025-09-01,44,User_663178,We apologize for the inconvenience. Our team is investigating.,2025-09-08,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Pixel,4.2.35,needs improvement. commercial bank ethiopia cbe app suffers transaction failures.,10,[],0,negative,strong,medium,93,9,2025,3,2025-09
CBE_20251203_000120,Highly recommend Commercial Bank of Ethiopia (CBE). reliable service.,5,2025-11-19,33,User_106331,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,iPhone,4.5.39,highly recommend commercial bank ethiopia cbe. reliable service.,8,[],0,positive,strong,short,14,11,2025,4,2025-11
CBE_20251203_000121,Best banking app! helpful features for Commercial Bank of Ethiopia (CBE).,5,2025-12-02,27,User_780153,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Samsung Galaxy,3.0.85,best banking app! helpful features commercial bank ethiopia cbe.,9,['banking app'],1,positive,strong,short,1,12,2025,4,2025-12
CBE_20251203_000131,Great experience with Commercial Bank of Ethiopia (CBE). easy to use.,4,2025-06-13,10,User_298230,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,iPhone,4.5.49,great experience commercial bank ethiopia cbe. easy use.,8,[],0,positive,moderate,short,173,6,2025,2,2025-06
CBE_20251203_000133,Needs improvement. Commercial Bank of Ethiopia (CBE) app suffers from app freezes.,2,2025-11-08,9,User_489574,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,iPhone,1.2.76,needs improvement. commercial bank ethiopia cbe app suffers app freezes.,10,[],0,negative,moderate,medium,25,11,2025,4,2025-11
CBE_20251203_000135,slow transfers with Commercial Bank of Ethiopia (CBE) app. Very frustrating.,1,2025-11-11,44,User_171140,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Samsung Galaxy,2.4.98,slow transfers commercial bank ethiopia cbe app. frustrating.,8,['slow transfer'],1,negative,strong,short,22,11,2025,4,2025-11
CBE_20251203_000138,Highly recommend Commercial Bank of Ethiopia (CBE). easy to use.,4,2025-10-18,7,User_406727,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,iPhone,3.7.44,highly recommend commercial bank ethiopia cbe. easy use.,8,[],0,positive,moderate,short,46,10,2025,4,2025-10
CBE_20251203_000140,Great experience with Commercial Bank of Ethiopia (CBE). convenient banking.,4,2025-08-02,7,User_508689,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Pixel,1.9.40,great experience commercial bank ethiopia cbe. convenient banking.,8,[],0,positive,moderate,short,123,8,2025,3,2025-08
CBE_20251203_000143,Highly recommend Commercial Bank of Ethiopia (CBE). secure banking.,5,2025-08-01,39,User_218551,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Pixel,4.5.25,highly recommend commercial bank ethiopia cbe. secure banking.,8,[],0,positive,strong,short,124,8,2025,3,2025-08
CBE_20251203_000144,Highly recommend Commercial Bank of Ethiopia (CBE). helpful features.,4,2025-06-15,1,User_801355,Thank you for your positive feedback! We're glad you like our app.,2025-06-17,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Huawei,1.9.51,highly recommend commercial bank ethiopia cbe. helpful features.,8,[],0,positive,moderate,short,171,6,2025,2,2025-06
CBE_20251203_000149,Highly recommend Commercial Bank of Ethiopia (CBE). convenient banking.,4,2025-11-26,8,User_670356,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Pixel,1.9.79,highly recommend commercial bank ethiopia cbe. convenient banking.,8,[],0,positive,moderate,short,7,11,2025,4,2025-11
CBE_20251203_000150,Poor experience. Commercial Bank of Ethiopia (CBE) app has app freezes.,2,2025-11-09,16,User_446301,Thank you for your feedback. We're working on this issue.,2025-11-17,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Huawei,3.2.80,poor experience. commercial bank ethiopia cbe app app freezes.,9,[],0,negative,moderate,short,24,11,2025,4,2025-11
CBE_20251203_000161,Commercial Bank of Ethiopia (CBE) app is amazing! helpful features.,5,2025-11-15,37,User_525741,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Huawei,4.4.42,commercial bank ethiopia cbe app amazing! helpful features.,8,[],0,positive,strong,short,18,11,2025,4,2025-11
CBE_20251203_000167,poor customer service with Commercial Bank of Ethiopia (CBE) app. Very frustrating.,1,2025-10-30,21,User_262312,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Pixel,3.7.35,poor customer service commercial bank ethiopia cbe app. frustrating.,9,['customer service'],1,negative,strong,short,34,10,2025,4,2025-10
CBE_20251203_000169,Needs improvement. Commercial Bank of Ethiopia (CBE) app suffers from slow transfers.,2,2025-09-26,2,User_710157,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,iPhone,2.7.43,needs improvement. commercial bank ethiopia cbe app suffers slow transfers.,10,['slow transfer'],1,negative,moderate,medium,68,9,2025,3,2025-09
CBE_20251203_000178,biometric login fails with Commercial Bank of Ethiopia (CBE) app. Very frustrating.,2,2025-09-12,16,User_338046,We apologize for the inconvenience. Our team is investigating.,2025-09-15,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Huawei,1.2.23,biometric login fails commercial bank ethiopia cbe app. frustrating.,9,['biometric login'],1,negative,moderate,short,82,9,2025,3,2025-09
CBE_20251203_000180,Great experience with Commercial Bank of Ethiopia (CBE). secure banking.,5,2025-06-13,8,User_861406,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Xiaomi,3.7.85,great experience commercial bank ethiopia cbe. secure banking.,8,[],0,positive,strong,short,173,6,2025,2,2025-06
CBE_20251203_000184,Best banking app! excellent app for Commercial Bank of Ethiopia (CBE).,5,2025-11-03,46,User_855823,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Pixel,4.7.80,best banking app! excellent app commercial bank ethiopia cbe.,9,"['excellent app', 'banking app']",2,positive,strong,short,30,11,2025,4,2025-11
CBE_20251203_000201,Great experience with Commercial Bank of Ethiopia (CBE). helpful features.,5,2025-08-13,26,User_621165,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Xiaomi,3.0.18,great experience commercial bank ethiopia cbe. helpful features.,8,[],0,positive,strong,short,112,8,2025,3,2025-08
CBE_20251203_000209,Best banking app! good UI for Commercial Bank of Ethiopia (CBE).,4,2025-08-03,8,User_565702,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Pixel,1.3.97,best banking app! good commercial bank ethiopia cbe.,8,['banking app'],1,positive,moderate,short,122,8,2025,3,2025-08
CBE_20251203_000219,Very disappointed with Commercial Bank of Ethiopia (CBE). slow transfers.,2,2025-06-12,11,User_446767,We apologize for the inconvenience. Our team is investigating.,2025-06-18,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Huawei,3.4.95,disappointed commercial bank ethiopia cbe. slow transfers.,7,['slow transfer'],1,negative,moderate,short,174,6,2025,2,2025-06
CBE_20251203_000222,Very disappointed with Commercial Bank of Ethiopia (CBE). login problems.,1,2025-07-04,31,User_967437,Thank you for the review. We're constantly improving our app.,2025-07-09,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,iPhone,1.9.60,disappointed commercial bank ethiopia cbe. login problems.,7,['login problem'],1,negative,strong,short,152,7,2025,3,2025-07
CBE_20251203_000228,Needs improvement. Commercial Bank of Ethiopia (CBE) app suffers from update issues.,2,2025-07-04,6,User_606573,We're sorry to hear about your experience. Contact support for help.,2025-07-10,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Xiaomi,3.2.67,needs improvement. commercial bank ethiopia cbe app suffers update issues.,10,['update issue'],1,negative,moderate,medium,152,7,2025,3,2025-07
CBE_20251203_000235,Great experience with Commercial Bank of Ethiopia (CBE). reliable service.,5,2025-11-09,21,User_823197,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,Samsung Galaxy,1.1.95,great experience commercial bank ethiopia cbe. reliable service.,8,[],0,positive,strong,short,24,11,2025,4,2025-11
CBE_20251203_000241,Poor experience. Commercial Bank of Ethiopia (CBE) app has app crashes.,2,2025-10-06,11,User_122816,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,iPhone,3.5.53,poor experience. commercial bank ethiopia cbe app app crashes.,9,['app crash'],1,negative,moderate,short,58,10,2025,4,2025-10
CBE_20251203_000257,Very disappointed with Commercial Bank of Ethiopia (CBE). poor customer service.,1,2025-08-20,18,User_649109,,,Commercial Bank of Ethiopia (CBE),CBE,Google Play Store,en,iPhone,2.9.57,disappointed commercial bank ethiopia cbe. poor customer service.,8,['customer service'],1,negative,strong,short,105,8,2025,3,2025-08
