review_id,review_text,rating,date,thumbs_up,reviewer_name,reply_text,reply_date,app_name,bank,source,language,device,app_version,cleaned_text,word_count,key_phrases,phrase_count,rating_category,sentiment_intensity,length_category,days_since_review,review_month,review_year,review_quarter,month_year
BOA_20251203_000013,reliable transfers. Love this Bank of Abyssinia (BOA) app!,4,2025-07-26,3,User_820317,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,3.2.54,reliable transfers. love bank abyssinia boa app!,7,[],0,positive,moderate,short,130,7,2025,3,2025-07
BOA_20251203_000014,Worst banking app experience with Bank of Abyssinia (BOA).,1,2025-07-16,14,User_895382,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,3.0.88,worst banking app experience bank abyssinia boa.,7,['banking app'],1,negative,strong,short,140,7,2025,3,2025-07
BOA_20251203_000015,Bank of Abyssinia (BOA) app has app not working. Needs urgent fixing.,1,2025-08-26,32,User_274430,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,1.0.62,bank abyssinia boa app app working. needs urgent fixing.,9,[],0,negative,strong,short,99,8,2025,3,2025-08
BOA_20251203_000016,Very good experience with Bank of Abyssinia (BOA) mobile banking.,4,2025-08-04,4,User_330553,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,2.2.61,good experience bank abyssinia boa mobile banking.,7,['mobile banking'],1,positive,moderate,short,121,8,2025,3,2025-08
BOA_20251203_000017,Poor experience. Bank of Abyssinia (BOA) app has app not working.,1,2025-06-13,9,User_201362,Thanks for bringing this to our attention. We'll fix it soon.,2025-06-25,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,2.9.96,poor experience. bank abyssinia boa app app working.,8,[],0,negative,strong,short,173,6,2025,2,2025-06
BOA_20251203_000020,Best banking app! secure for Bank of Abyssinia (BOA).,5,2025-10-29,7,User_706751,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,1.7.36,best banking app! secure bank abyssinia boa.,7,['banking app'],1,positive,strong,short,35,10,2025,4,2025-10
BOA_20251203_000021,Poor experience. Bank of Abyssinia (BOA) app has slow loading.,1,2025-07-13,34,User_811482,Thank you for the review. We're constantly improving our app.,2025-07-14,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,1.4.71,poor experience. bank abyssinia boa app slow loading.,8,[],0,negative,strong,short,143,7,2025,3,2025-07
BOA_20251203_000022,Best banking app! good customer service for Bank of Abyssinia (BOA).,4,2025-07-01,14,User_270123,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,3.9.96,best banking app! good customer service bank abyssinia boa.,9,"['customer service', 'banking app']",2,positive,moderate,short,155,7,2025,3,2025-07
BOA_20251203_000024,Very disappointed with Bank of Abyssinia (BOA). login errors.,2,2025-08-23,16,User_661613,We're sorry to hear about your experience. Contact support for help.,2025-08-31,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,4.2.58,disappointed bank abyssinia boa. login errors.,6,[],0,negative,moderate,short,102,8,2025,3,2025-08
BOA_20251203_000025,Highly recommend Bank of Abyssinia (BOA). good design.,4,2025-07-22,8,User_976776,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,2.3.5,highly recommend bank abyssinia boa. good design.,7,[],0,positive,moderate,short,134,7,2025,3,2025-07
BOA_20251203_000026,easy navigation. Love this Bank of Abyssinia (BOA) app!,5,2025-10-12,21,User_556658,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,1.0.76,easy navigation. love bank abyssinia boa app!,7,[],0,positive,strong,short,52,10,2025,4,2025-10
BOA_20251203_000027,Needs improvement. Bank of Abyssinia (BOA) app suffers from customer support issues.,1,2025-08-12,38,User_120069,Thank you for the review. We're constantly improving our app.,2025-08-23,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,4.1.23,needs improvement. bank abyssinia boa app suffers customer support issues.,10,[],0,negative,strong,medium,113,8,2025,3,2025-08
BOA_20251203_000028,Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-08-18,4,User_826147,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,1.8.92,average experience bank abyssinia boa mobile banking.,7,['mobile banking'],1,neutral,neutral,short,107,8,2025,3,2025-08
BOA_20251203_000030,Very unhappy with Bank of Abyssinia (BOA) app quality.,1,2025-09-21,32,User_297001,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,2.1.1,unhappy bank abyssinia boa app quality.,6,[],0,negative,strong,short,73,9,2025,3,2025-09
BOA_20251203_000031,good design. Love this Bank of Abyssinia (BOA) app!,4,2025-09-10,19,User_460875,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,2.0.27,good design. love bank abyssinia boa app!,7,[],0,positive,moderate,short,84,9,2025,3,2025-09
BOA_20251203_000033,Excellent app from Bank of Abyssinia (BOA)! Very satisfied.,5,2025-11-08,42,User_873232,Thank you for your positive feedback! We're glad you like our app.,2025-11-09,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,2.7.58,excellent app bank abyssinia boa! satisfied.,6,['excellent app'],1,positive,strong,short,25,11,2025,4,2025-11
BOA_20251203_000034,Decent app from Bank of Abyssinia (BOA) for basic banking.,3,2025-08-08,5,User_532780,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,1.8.86,decent app bank abyssinia boa basic banking.,7,[],0,neutral,neutral,short,117,8,2025,3,2025-08
BOA_20251203_000036,Love the Bank of Abyssinia (BOA) app. Makes banking easy.,4,2025-08-30,15,User_117879,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,1.8.92,love bank abyssinia boa app. makes banking easy.,8,[],0,positive,moderate,short,95,8,2025,3,2025-08
BOA_20251203_000037,Bank of Abyssinia (BOA) app works but needs improvements.,3,2025-08-15,8,User_567815,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,4.9.15,bank abyssinia boa app works needs improvements.,7,[],0,neutral,neutral,short,110,8,2025,3,2025-08
BOA_20251203_000038,Very disappointed with Bank of Abyssinia (BOA). app not working.,1,2025-08-05,17,User_677146,Thank you for the review. We're constantly improving our app.,2025-08-09,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,3.5.95,disappointed bank abyssinia boa. app working.,6,[],0,negative,strong,short,120,8,2025,3,2025-08
BOA_20251203_000039,transfer limits with Bank of Abyssinia (BOA) app. Very frustrating.,1,2025-08-02,41,User_404751,Thank you for your feedback. We're working on this issue.,2025-08-12,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,1.3.14,transfer limits bank abyssinia boa app. frustrating.,7,[],0,negative,strong,short,123,8,2025,3,2025-08
BOA_20251203_000040,Highly recommend Bank of Abyssinia (BOA). reliable transfers.,4,2025-11-29,15,User_938384,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,3.5.71,highly recommend bank abyssinia boa. reliable transfers.,7,[],0,positive,moderate,short,4,11,2025,4,2025-11
BOA_20251203_000045,Poor experience. Bank of Abyssinia (BOA) app has poor interface.,2,2025-10-19,15,User_244106,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,4.9.87,poor experience. bank abyssinia boa app poor interface.,8,[],0,negative,moderate,short,45,10,2025,4,2025-10
BOA_20251203_000048,Bank of Abyssinia (BOA) app is amazing! easy navigation.,4,2025-09-14,10,User_560712,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,4.4.98,bank abyssinia boa app amazing! easy navigation.,7,[],0,positive,moderate,short,80,9,2025,3,2025-09
BOA_20251203_000049,good customer service. Love this Bank of Abyssinia (BOA) app!,4,2025-11-04,16,User_512692,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,2.9.55,good customer service. love bank abyssinia boa app!,8,['customer service'],1,positive,moderate,short,29,11,2025,4,2025-11
BOA_20251203_000051,poor interface with Bank of Abyssinia (BOA) app. Very frustrating.,2,2025-11-17,19,User_254721,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,2.0.1,poor interface bank abyssinia boa app. frustrating.,7,[],0,negative,moderate,short,16,11,2025,4,2025-11
BOA_20251203_000058,Very disappointed with Bank of Abyssinia (BOA). poor interface.,2,2025-07-20,17,User_797484,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,1.6.90,disappointed bank abyssinia boa. poor interface.,6,[],0,negative,moderate,short,136,7,2025,3,2025-07
BOA_20251203_000059,Great experience with Bank of Abyssinia (BOA). easy navigation.,5,2025-09-19,7,User_312825,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,3.0.64,great experience bank abyssinia boa. easy navigation.,7,[],0,positive,strong,short,75,9,2025,3,2025-09
BOA_20251203_000060,Best banking app! helpful features for Bank of Abyssinia (BOA).,5,2025-06-19,26,User_716854,Thank you for your positive feedback! We're glad you like our app.,2025-06-22,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,1.9.98,best banking app! helpful features bank abyssinia boa.,8,['banking app'],1,positive,strong,short,167,6,2025,2,2025-06
BOA_20251203_000062,Poor experience. Bank of Abyssinia (BOA) app has frequent bugs.,2,2025-09-01,12,User_141112,We're sorry to hear about your experience. Contact support for help.,2025-09-14,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,4.0.60,poor experience. bank abyssinia boa app frequent bugs.,8,[],0,negative,moderate,short,93,9,2025,3,2025-09
BOA_20251203_000063,Needs improvement. Bank of Abyssinia (BOA) app suffers from frequent bugs.,1,2025-06-19,33,User_849787,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,3.6.45,needs improvement. bank abyssinia boa app suffers frequent bugs.,9,[],0,negative,strong,short,167,6,2025,2,2025-06
BOA_20251203_000064,Bank of Abyssinia (BOA) has the best banking app in Ethiopia.,5,2025-08-26,16,User_339594,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,2.4.52,bank abyssinia boa best banking app ethiopia.,7,['banking app'],1,positive,strong,short,99,8,2025,3,2025-08
BOA_20251203_000066,Highly recommend Bank of Abyssinia (BOA). secure.,4,2025-10-19,16,User_930649,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,1.2.41,highly recommend bank abyssinia boa. secure.,6,[],0,positive,moderate,short,45,10,2025,4,2025-10
BOA_20251203_000069,Best banking app! reliable transfers for Bank of Abyssinia (BOA).,5,2025-10-28,20,User_890102,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,3.3.63,best banking app! reliable transfers bank abyssinia boa.,8,['banking app'],1,positive,strong,short,36,10,2025,4,2025-10
BOA_20251203_000070,Bank of Abyssinia (BOA) app is amazing! reliable transfers.,5,2025-10-17,30,User_373868,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,2.3.44,bank abyssinia boa app amazing! reliable transfers.,7,[],0,positive,strong,short,47,10,2025,4,2025-10
BOA_20251203_000074,Very disappointed with Bank of Abyssinia (BOA). frequent bugs.,1,2025-06-22,44,User_788333,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,2.8.84,disappointed bank abyssinia boa. frequent bugs.,6,[],0,negative,strong,short,164,6,2025,2,2025-06
BOA_20251203_000079,transaction delays with Bank of Abyssinia (BOA) app. Very frustrating.,1,2025-10-29,35,User_213664,We apologize for the inconvenience. Our team is investigating.,2025-11-08,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,1.5.78,transaction delays bank abyssinia boa app. frustrating.,7,[],0,negative,strong,short,35,10,2025,4,2025-10
BOA_20251203_000082,helpful features. Love this Bank of Abyssinia (BOA) app!,5,2025-07-28,31,User_492535,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,4.0.92,helpful features. love bank abyssinia boa app!,7,[],0,positive,strong,short,128,7,2025,3,2025-07
BOA_20251203_000088,Poor experience. Bank of Abyssinia (BOA) app has transfer limits.,2,2025-10-13,5,User_923573,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,1.5.3,poor experience. bank abyssinia boa app transfer limits.,8,[],0,negative,moderate,short,51,10,2025,4,2025-10
BOA_20251203_000089,Great experience with Bank of Abyssinia (BOA). reliable transfers.,5,2025-11-13,40,User_858176,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,1.3.37,great experience bank abyssinia boa. reliable transfers.,7,[],0,positive,strong,short,20,11,2025,4,2025-11
BOA_20251203_000090,Very disappointed with Bank of Abyssinia (BOA). customer support issues.,1,2025-08-17,19,User_105903,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,3.0.38,disappointed bank abyssinia boa. customer support issues.,7,[],0,negative,strong,short,108,8,2025,3,2025-08
BOA_20251203_000091,Very disappointed with Bank of Abyssinia (BOA). transaction delays.,2,2025-11-07,14,User_869319,We're sorry to hear about your experience. Contact support for help.,2025-11-20,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,2.4.37,disappointed bank abyssinia boa. transaction delays.,6,[],0,negative,moderate,short,26,11,2025,4,2025-11
BOA_20251203_000094,Bank of Abyssinia (BOA) app has slow loading. Needs urgent fixing.,1,2025-07-18,11,User_326356,Thank you for your feedback. We're working on this issue.,2025-07-21,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,3.9.89,bank abyssinia boa app slow loading. needs urgent fixing.,9,[],0,negative,strong,short,138,7,2025,3,2025-07
BOA_20251203_000099,Poor experience. Bank of Abyssinia (BOA) app has login errors.,1,2025-11-15,48,User_296996,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,1.5.77,poor experience. bank abyssinia boa app login errors.,8,[],0,negative,strong,short,18,11,2025,4,2025-11
BOA_20251203_000102,Highly recommend Bank of Abyssinia (BOA). good customer service.,5,2025-08-29,5,User_882645,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,2.8.39,highly recommend bank abyssinia boa. good customer service.,8,['customer service'],1,positive,strong,short,96,8,2025,3,2025-08
BOA_20251203_000106,Very disappointed with Bank of Abyssinia (BOA). slow loading.,2,2025-08-11,4,User_397808,Thank you for your feedback. We're working on this issue.,2025-08-21,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,3.7.51,disappointed bank abyssinia boa. slow loading.,6,[],0,negative,moderate,short,114,8,2025,3,2025-08
BOA_20251203_000110,Best banking app! easy navigation for Bank of Abyssinia (BOA).,4,2025-08-10,5,User_915986,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,2.0.64,best banking app! easy navigation bank abyssinia boa.,8,['banking app'],1,positive,moderate,short,115,8,2025,3,2025-08
BOA_20251203_000114,Great experience with Bank of Abyssinia (BOA). secure.,4,2025-09-25,4,User_597983,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,2.3.70,great experience bank abyssinia boa. secure.,6,[],0,positive,moderate,short,69,9,2025,3,2025-09
BOA_20251203_000119,Highly recommend Bank of Abyssinia (BOA). easy navigation.,4,2025-09-23,8,User_503518,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,1.7.99,highly recommend bank abyssinia boa. easy navigation.,7,[],0,positive,moderate,short,71,9,2025,3,2025-09
BOA_20251203_000131,Needs improvement. Bank of Abyssinia (BOA) app suffers from transaction delays.,2,2025-06-18,17,User_236304,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,4.2.9,needs improvement. bank abyssinia boa app suffers transaction delays.,9,[],0,negative,moderate,short,168,6,2025,2,2025-06
BOA_20251203_000139,Best banking app! works well for Bank of Abyssinia (BOA).,5,2025-11-02,38,User_307301,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,3.9.96,best banking app! works well bank abyssinia boa.,8,['banking app'],1,positive,strong,short,31,11,2025,4,2025-11
BOA_20251203_000142,Bank of Abyssinia (BOA) app is amazing! secure.,5,2025-10-20,36,User_169886,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,3.3.12,bank abyssinia boa app amazing! secure.,6,[],0,positive,strong,short,44,10,2025,4,2025-10
BOA_20251203_000144,frequent bugs with Bank of Abyssinia (BOA) app. Very frustrating.,1,2025-09-18,20,User_537815,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,3.0.13,frequent bugs bank abyssinia boa app. frustrating.,7,[],0,negative,strong,short,76,9,2025,3,2025-09
BOA_20251203_000156,Great experience with Bank of Abyssinia (BOA). helpful features.,4,2025-10-30,14,User_128645,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,2.6.8,great experience bank abyssinia boa. helpful features.,7,[],0,positive,moderate,short,34,10,2025,4,2025-10
BOA_20251203_000157,secure. Love this Bank of Abyssinia (BOA) app!,5,2025-06-07,31,User_750595,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,1.1.78,secure. love bank abyssinia boa app!,6,[],0,positive,strong,short,179,6,2025,2,2025-06
BOA_20251203_000163,login errors with Bank of Abyssinia (BOA) app. Very frustrating.,1,2025-06-07,26,User_439019,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,1.9.65,login errors bank abyssinia boa app. frustrating.,7,[],0,negative,strong,short,179,6,2025,2,2025-06
BOA_20251203_000165,works well. Love this Bank of Abyssinia (BOA) app!,5,2025-08-26,21,User_497474,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,2.1.19,works well. love bank abyssinia boa app!,7,[],0,positive,strong,short,99,8,2025,3,2025-08
BOA_20251203_000166,Bank of Abyssinia (BOA) app is amazing! works well.,5,2025-11-21,30,User_537065,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,3.7.27,bank abyssinia boa app amazing! works well.,7,[],0,positive,strong,short,12,11,2025,4,2025-11
BOA_20251203_000168,customer support issues with Bank of Abyssinia (BOA) app. Very frustrating.,2,2025-11-09,18,User_316733,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,2.6.47,customer support issues bank abyssinia boa app. frustrating.,8,[],0,negative,moderate,short,24,11,2025,4,2025-11
BOA_20251203_000169,app not working with Bank of Abyssinia (BOA) app. Very frustrating.,2,2025-09-21,2,User_530292,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,2.8.0,app working bank abyssinia boa app. frustrating.,7,[],0,negative,moderate,short,73,9,2025,3,2025-09
BOA_20251203_000174,Needs improvement. Bank of Abyssinia (BOA) app suffers from poor interface.,2,2025-09-19,6,User_550070,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,3.6.12,needs improvement. bank abyssinia boa app suffers poor interface.,9,[],0,negative,moderate,short,75,9,2025,3,2025-09
BOA_20251203_000175,Needs improvement. Bank of Abyssinia (BOA) app suffers from slow loading.,2,2025-08-07,8,User_721667,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,4.1.40,needs improvement. bank abyssinia boa app suffers slow loading.,9,[],0,negative,moderate,short,118,8,2025,3,2025-08
BOA_20251203_000177,Highly recommend Bank of Abyssinia (BOA). helpful features.,5,2025-12-02,6,User_902301,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,3.1.44,highly recommend bank abyssinia boa. helpful features.,7,[],0,positive,strong,short,1,12,2025,4,2025-12
BOA_20251203_000194,Bank of Abyssinia (BOA) app has customer support issues. Needs urgent fixing.,2,2025-06-16,2,User_191913,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,4.4.5,bank abyssinia boa app customer support issues. needs urgent fixing.,10,[],0,negative,moderate,medium,170,6,2025,2,2025-06
BOA_20251203_000197,Best banking app! user friendly for Bank of Abyssinia (BOA).,5,2025-10-28,48,User_110292,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,2.9.52,best banking app! user friendly bank abyssinia boa.,8,"['user friendly', 'banking app']",2,positive,strong,short,36,10,2025,4,2025-10
BOA_20251203_000198,Bank of Abyssinia (BOA) app has frequent bugs. Needs urgent fixing.,2,2025-07-10,8,User_919145,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,4.7.47,bank abyssinia boa app frequent bugs. needs urgent fixing.,9,[],0,negative,moderate,short,146,7,2025,3,2025-07
BOA_20251203_000199,user friendly. Love this Bank of Abyssinia (BOA) app!,4,2025-11-12,5,User_469189,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,2.6.31,user friendly. love bank abyssinia boa app!,7,['user friendly'],1,positive,moderate,short,21,11,2025,4,2025-11
BOA_20251203_000200,Poor experience. Bank of Abyssinia (BOA) app has customer support issues.,1,2025-08-21,19,User_289172,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,3.5.48,poor experience. bank abyssinia boa app customer support issues.,9,[],0,negative,strong,short,104,8,2025,3,2025-08
BOA_20251203_000214,Great experience with Bank of Abyssinia (BOA). works well.,4,2025-08-01,15,User_117817,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,2.3.56,great experience bank abyssinia boa. works well.,7,[],0,positive,moderate,short,124,8,2025,3,2025-08
BOA_20251203_000215,Great experience with Bank of Abyssinia (BOA). user friendly.,4,2025-07-12,12,User_347826,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,4.0.82,great experience bank abyssinia boa. user friendly.,7,['user friendly'],1,positive,moderate,short,144,7,2025,3,2025-07
BOA_20251203_000222,Bank of Abyssinia (BOA) app is amazing! good customer service.,4,2025-07-29,3,User_234596,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,4.9.64,bank abyssinia boa app amazing! good customer service.,8,['customer service'],1,positive,moderate,short,127,7,2025,3,2025-07
BOA_20251203_000228,Needs improvement. Bank of Abyssinia (BOA) app suffers from transfer limits.,1,2025-11-29,41,User_163568,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,4.6.81,needs improvement. bank abyssinia boa app suffers transfer limits.,9,[],0,negative,strong,short,4,11,2025,4,2025-11
BOA_20251203_000240,Bank of Abyssinia (BOA) app has transfer limits. Needs urgent fixing.,2,2025-09-24,10,User_323498,Thank you for your feedback. We're working on this issue.,2025-10-05,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,2.4.23,bank abyssinia boa app transfer limits. needs urgent fixing.,9,[],0,negative,moderate,short,70,9,2025,3,2025-09
BOA_20251203_000252,Bank of Abyssinia (BOA) app is amazing! user friendly.,5,2025-06-07,32,User_971801,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Pixel,2.6.30,bank abyssinia boa app amazing! user friendly.,7,['user friendly'],1,positive,strong,short,179,6,2025,2,2025-06
BOA_20251203_000256,Highly recommend Bank of Abyssinia (BOA). user friendly.,4,2025-10-29,5,User_976850,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Huawei,2.4.98,highly recommend bank abyssinia boa. user friendly.,7,['user friendly'],1,positive,moderate,short,35,10,2025,4,2025-10
BOA_20251203_000258,Very disappointed with Bank of Abyssinia (BOA). transfer limits.,1,2025-06-27,5,User_535078,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,1.9.67,disappointed bank abyssinia boa. transfer limits.,6,[],0,negative,strong,short,159,6,2025,2,2025-06
BOA_20251203_000268,slow loading with Bank of Abyssinia (BOA) app. Very frustrating.,1,2025-10-27,13,User_856335,Thanks for bringing this to our attention. We'll fix it soon.,2025-10-28,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Samsung Galaxy,1.2.68,slow loading bank abyssinia boa app. frustrating.,7,[],0,negative,strong,short,37,10,2025,4,2025-10
BOA_20251203_000275,Highly recommend Bank of Abyssinia (BOA). works well.,4,2025-11-15,10,User_913613,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,Xiaomi,2.5.61,highly recommend bank abyssinia boa. works well.,7,[],0,positive,moderate,short,18,11,2025,4,2025-11
BOA_20251203_000292,Needs improvement. Bank of Abyssinia (BOA) app suffers from login errors.,2,2025-07-12,10,User_142548,,,Bank of Abyssinia (BOA),BOA,Google Play Store,en,iPhone,3.2.32,needs improvement. bank abyssinia boa app suffers login errors.,9,[],0,negative,moderate,short,144,7,2025,3,2025-07
