review_id,review_text,rating,date,app_name,source,reviewer_name,thumbs_up,bank
Com_20250502_000051,Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. good features. Transactions in Birr work fine.,4,2025-05-02,Commercial Bank of Ethiopia (CBE),Google Play Store,User_82758,42,CBE
Com_20250516_000052,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-05-16,Commercial Bank of Ethiopia (CBE),Google Play Store,User_70682,36,CBE
Com_20250528_000053,Very satisfied with Commercial Bank of Ethiopia (CBE) app. reliable service.,4,2025-05-28,Commercial Bank of Ethiopia (CBE),Google Play Store,User_38061,6,CBE
Com_20250311_000054,Excellent Commercial Bank of Ethiopia (CBE) app in Ethiopia. good features.,5,2025-03-11,Commercial Bank of Ethiopia (CBE),Google Play Store,User_55780,4,CBE
Com_20250902_000055,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,4,2025-09-02,Commercial Bank of Ethiopia (CBE),Google Play Store,User_14117,39,CBE
Com_20250825_000056,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used.,4,2025-08-25,Commercial Bank of Ethiopia (CBE),Google Play Store,User_66945,25,CBE
Com_20250225_000057,Commercial Bank of Ethiopia (CBE) app is functional for basic needs.,3,2025-02-25,Commercial Bank of Ethiopia (CBE),Google Play Store,User_17628,35,CBE
Com_20250504_000058,Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,5,2025-05-04,Commercial Bank of Ethiopia (CBE),Google Play Store,User_96109,20,CBE
Com_20251123_000059,Excellent Commercial Bank of Ethiopia (CBE) app in Ethiopia. good features. Transactions in Birr work fine.,4,2025-11-23,Commercial Bank of Ethiopia (CBE),Google Play Store,User_27970,35,CBE
Com_20250215_000060,Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. reliable service.,5,2025-02-15,Commercial Bank of Ethiopia (CBE),Google Play Store,User_57043,1,CBE
Com_20250425_000061,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used.,5,2025-04-25,Commercial Bank of Ethiopia (CBE),Google Play Store,User_70238,18,CBE
Com_20250209_000062,Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. good features.,5,2025-02-09,Commercial Bank of Ethiopia (CBE),Google Play Store,User_37575,32,CBE
Com_20241219_000063,Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,4,2024-12-19,Commercial Bank of Ethiopia (CBE),Google Play Store,User_47971,44,CBE
Com_20250919_000064,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-09-19,Commercial Bank of Ethiopia (CBE),Google Play Store,User_79314,34,CBE
Com_20241220_000065,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2024-12-20,Commercial Bank of Ethiopia (CBE),Google Play Store,User_91328,13,CBE
Com_20250112_000066,Commercial Bank of Ethiopia (CBE) works but needs improvements.,3,2025-01-12,Commercial Bank of Ethiopia (CBE),Google Play Store,User_71581,40,CBE
Com_20250102_000067,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. secure.,4,2025-01-02,Commercial Bank of Ethiopia (CBE),Google Play Store,User_65462,4,CBE
Com_20251118_000068,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-11-18,Commercial Bank of Ethiopia (CBE),Google Play Store,User_29715,6,CBE
Com_20251006_000069,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-10-06,Commercial Bank of Ethiopia (CBE),Google Play Store,User_92331,22,CBE
Com_20251011_000070,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-10-11,Commercial Bank of Ethiopia (CBE),Google Play Store,User_54678,13,CBE
Com_20250310_000071,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. reliable service. Transactions in Birr work fine.,5,2025-03-10,Commercial Bank of Ethiopia (CBE),Google Play Store,User_63948,32,CBE
Com_20250720_000072,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,4,2025-07-20,Commercial Bank of Ethiopia (CBE),Google Play Store,User_90975,20,CBE
Com_20251124_000073,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,4,2025-11-24,Commercial Bank of Ethiopia (CBE),Google Play Store,User_30746,31,CBE
Com_20250823_000074,Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features!,4,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play Store,User_22187,37,CBE
Com_20251105_000075,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. secure. Transactions in Birr work fine.,4,2025-11-05,Commercial Bank of Ethiopia (CBE),Google Play Store,User_99361,5,CBE
Com_20250122_000076,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used.,4,2025-01-22,Commercial Bank of Ethiopia (CBE),Google Play Store,User_93084,7,CBE
Com_20250222_000077,Excellent Commercial Bank of Ethiopia (CBE) app in Addis. widely used.,5,2025-02-22,Commercial Bank of Ethiopia (CBE),Google Play Store,User_29719,33,CBE
Com_20250104_000078,Excellent Commercial Bank of Ethiopia (CBE) app for Ethiopian users. good features. Transactions in Birr work fine.,5,2025-01-04,Commercial Bank of Ethiopia (CBE),Google Play Store,User_80975,0,CBE
Com_20250209_000079,Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features! Transactions in Birr work fine.,5,2025-02-09,Commercial Bank of Ethiopia (CBE),Google Play Store,User_81129,32,CBE
Com_20250513_000080,Average experience with Commercial Bank of Ethiopia (CBE) mobile banking. Transactions in Birr work fine.,3,2025-05-13,Commercial Bank of Ethiopia (CBE),Google Play Store,User_60431,19,CBE
Com_20250506_000081,Commercial Bank of Ethiopia (CBE) app is okay needs improvement in Ethiopia. Could be better.,3,2025-05-06,Commercial Bank of Ethiopia (CBE),Google Play Store,User_99720,46,CBE
Com_20250919_000082,Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,5,2025-09-19,Commercial Bank of Ethiopia (CBE),Google Play Store,User_60304,34,CBE
Com_20250106_000083,Very satisfied with Commercial Bank of Ethiopia (CBE) app. reliable service. Transactions in Birr work fine.,4,2025-01-06,Commercial Bank of Ethiopia (CBE),Google Play Store,User_18427,32,CBE
Com_20250630_000084,Commercial Bank of Ethiopia (CBE) works but needs improvements. Transactions in Birr work fine.,3,2025-06-30,Commercial Bank of Ethiopia (CBE),Google Play Store,User_43022,17,CBE
Com_20250505_000085,Decent banking app from Commercial Bank of Ethiopia (CBE). Transactions in Birr work fine.,3,2025-05-05,Commercial Bank of Ethiopia (CBE),Google Play Store,User_95350,38,CBE
Com_20250814_000086,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-08-14,Commercial Bank of Ethiopia (CBE),Google Play Store,User_63119,27,CBE
Com_20250828_000087,Decent banking app from Commercial Bank of Ethiopia (CBE).,3,2025-08-28,Commercial Bank of Ethiopia (CBE),Google Play Store,User_11943,27,CBE
Com_20250930_000088,Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,4,2025-09-30,Commercial Bank of Ethiopia (CBE),Google Play Store,User_52544,7,CBE
Com_20250301_000089,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. reliable service.,4,2025-03-01,Commercial Bank of Ethiopia (CBE),Google Play Store,User_69624,28,CBE
Com_20251001_000090,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used. Transactions in Birr work fine.,5,2025-10-01,Commercial Bank of Ethiopia (CBE),Google Play Store,User_38213,46,CBE
Com_20250523_000091,Commercial Bank of Ethiopia (CBE) app is functional for basic needs.,3,2025-05-23,Commercial Bank of Ethiopia (CBE),Google Play Store,User_93834,45,CBE
Com_20251114_000092,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,5,2025-11-14,Commercial Bank of Ethiopia (CBE),Google Play Store,User_61894,38,CBE
Com_20250813_000093,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. reliable service.,5,2025-08-13,Commercial Bank of Ethiopia (CBE),Google Play Store,User_92170,23,CBE
Com_20250805_000094,Commercial Bank of Ethiopia (CBE) app is functional for basic needs. Transactions in Birr work fine.,3,2025-08-05,Commercial Bank of Ethiopia (CBE),Google Play Store,User_55082,36,CBE
Com_20250817_000095,Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,5,2025-08-17,Commercial Bank of Ethiopia (CBE),Google Play Store,User_82149,33,CBE
Com_20250513_000096,Excellent Commercial Bank of Ethiopia (CBE) app needs improvement in Ethiopia. good features.,5,2025-05-13,Commercial Bank of Ethiopia (CBE),Google Play Store,User_94611,17,CBE
Com_20250705_000097,Very satisfied with Commercial Bank of Ethiopia (CBE) app. good features.,4,2025-07-05,Commercial Bank of Ethiopia (CBE),Google Play Store,User_81766,35,CBE
Com_20250827_000098,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-08-27,Commercial Bank of Ethiopia (CBE),Google Play Store,User_41812,47,CBE
Com_20250201_000099,Love using Commercial Bank of Ethiopia (CBE) mobile banking. reliable service!,4,2025-02-01,Commercial Bank of Ethiopia (CBE),Google Play Store,User_20871,15,CBE
Com_20250525_000100,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,4,2025-05-25,Commercial Bank of Ethiopia (CBE),Google Play Store,User_96857,13,CBE
Com_20250924_000101,Commercial Bank of Ethiopia (CBE) app is okay for Ethiopian users. Could be better.,3,2025-09-24,Commercial Bank of Ethiopia (CBE),Google Play Store,User_88075,41,CBE
Com_20250304_000102,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-03-04,Commercial Bank of Ethiopia (CBE),Google Play Store,User_58390,33,CBE
Com_20250111_000103,Average experience with Commercial Bank of Ethiopia (CBE) mobile banking. Transactions in Birr work fine.,3,2025-01-11,Commercial Bank of Ethiopia (CBE),Google Play Store,User_25261,0,CBE
Com_20251108_000104,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used.,5,2025-11-08,Commercial Bank of Ethiopia (CBE),Google Play Store,User_94461,11,CBE
Com_20250411_000105,Average experience with Commercial Bank of Ethiopia (CBE) mobile banking. Transactions in Birr work fine.,3,2025-04-11,Commercial Bank of Ethiopia (CBE),Google Play Store,User_23429,40,CBE
Com_20250517_000106,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. secure.,5,2025-05-17,Commercial Bank of Ethiopia (CBE),Google Play Store,User_50504,30,CBE
Com_20250927_000107,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,4,2025-09-27,Commercial Bank of Ethiopia (CBE),Google Play Store,User_15156,32,CBE
Com_20250909_000108,Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. reliable service.,5,2025-09-09,Commercial Bank of Ethiopia (CBE),Google Play Store,User_43716,44,CBE
Com_20250822_000109,Decent banking app from Commercial Bank of Ethiopia (CBE).,3,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play Store,User_78494,12,CBE
Com_20250418_000110,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. secure.,4,2025-04-18,Commercial Bank of Ethiopia (CBE),Google Play Store,User_30609,22,CBE
Com_20250115_000111,Very satisfied with Commercial Bank of Ethiopia (CBE) app. good features.,5,2025-01-15,Commercial Bank of Ethiopia (CBE),Google Play Store,User_96100,21,CBE
Com_20250114_000112,Love using Commercial Bank of Ethiopia (CBE) mobile banking. reliable service!,4,2025-01-14,Commercial Bank of Ethiopia (CBE),Google Play Store,User_82559,28,CBE
Com_20250718_000113,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-07-18,Commercial Bank of Ethiopia (CBE),Google Play Store,User_77009,43,CBE
Com_20251019_000114,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used.,4,2025-10-19,Commercial Bank of Ethiopia (CBE),Google Play Store,User_71568,25,CBE
Com_20250513_000115,Decent banking app from Commercial Bank of Ethiopia (CBE). Transactions in Birr work fine.,3,2025-05-13,Commercial Bank of Ethiopia (CBE),Google Play Store,User_54182,35,CBE
Com_20250805_000116,Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. secure.,4,2025-08-05,Commercial Bank of Ethiopia (CBE),Google Play Store,User_81844,18,CBE
Com_20250525_000117,Very satisfied with Commercial Bank of Ethiopia (CBE) app. reliable service.,4,2025-05-25,Commercial Bank of Ethiopia (CBE),Google Play Store,User_32451,34,CBE
Com_20251018_000118,Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. widely used.,4,2025-10-18,Commercial Bank of Ethiopia (CBE),Google Play Store,User_58363,38,CBE
Com_20250723_000119,Love using Commercial Bank of Ethiopia (CBE) mobile banking. widely used! Transactions in Birr work fine.,5,2025-07-23,Commercial Bank of Ethiopia (CBE),Google Play Store,User_80762,42,CBE
Com_20250722_000120,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-07-22,Commercial Bank of Ethiopia (CBE),Google Play Store,User_26825,1,CBE
Com_20250618_000121,Very satisfied with Commercial Bank of Ethiopia (CBE) app. good features.,5,2025-06-18,Commercial Bank of Ethiopia (CBE),Google Play Store,User_90587,10,CBE
Com_20250106_000122,Very satisfied with Commercial Bank of Ethiopia (CBE) app. good features. Transactions in Birr work fine.,5,2025-01-06,Commercial Bank of Ethiopia (CBE),Google Play Store,User_45157,23,CBE
Com_20251128_000123,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,4,2025-11-28,Commercial Bank of Ethiopia (CBE),Google Play Store,User_44407,18,CBE
Com_20250402_000124,Commercial Bank of Ethiopia (CBE) works but needs improvements.,3,2025-04-02,Commercial Bank of Ethiopia (CBE),Google Play Store,User_64033,36,CBE
Com_20250609_000125,Love using Commercial Bank of Ethiopia (CBE) mobile banking. widely used! Transactions in Birr work fine.,5,2025-06-09,Commercial Bank of Ethiopia (CBE),Google Play Store,User_85032,2,CBE
Com_20251129_000126,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-11-29,Commercial Bank of Ethiopia (CBE),Google Play Store,User_23525,48,CBE
Com_20250208_000127,Very satisfied with Commercial Bank of Ethiopia (CBE) app. good features.,5,2025-02-08,Commercial Bank of Ethiopia (CBE),Google Play Store,User_42970,10,CBE
Com_20250317_000128,Love using Commercial Bank of Ethiopia (CBE) mobile banking. widely used! Transactions in Birr work fine.,5,2025-03-17,Commercial Bank of Ethiopia (CBE),Google Play Store,User_22804,10,CBE
Com_20250420_000129,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features. Transactions in Birr work fine.,4,2025-04-20,Commercial Bank of Ethiopia (CBE),Google Play Store,User_32862,37,CBE
Com_20250626_000130,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-06-26,Commercial Bank of Ethiopia (CBE),Google Play Store,User_91371,9,CBE
Com_20251117_000131,Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features!,4,2025-11-17,Commercial Bank of Ethiopia (CBE),Google Play Store,User_58088,38,CBE
Com_20250908_000132,Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. secure.,5,2025-09-08,Commercial Bank of Ethiopia (CBE),Google Play Store,User_81599,44,CBE
Com_20250104_000133,Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,4,2025-01-04,Commercial Bank of Ethiopia (CBE),Google Play Store,User_57269,16,CBE
Com_20250703_000134,Commercial Bank of Ethiopia (CBE) works but needs improvements.,3,2025-07-03,Commercial Bank of Ethiopia (CBE),Google Play Store,User_24959,14,CBE
Com_20250308_000135,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,5,2025-03-08,Commercial Bank of Ethiopia (CBE),Google Play Store,User_16252,42,CBE
Com_20250423_000136,Excellent Commercial Bank of Ethiopia (CBE) app needs improvement in Ethiopia. good features. Transactions in Birr work fine.,5,2025-04-23,Commercial Bank of Ethiopia (CBE),Google Play Store,User_59047,30,CBE
Com_20250121_000137,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used.,5,2025-01-21,Commercial Bank of Ethiopia (CBE),Google Play Store,User_78244,42,CBE
Com_20250727_000138,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-07-27,Commercial Bank of Ethiopia (CBE),Google Play Store,User_67455,32,CBE
Com_20250913_000139,Excellent Commercial Bank of Ethiopia (CBE) app needs improvement in Ethiopia. secure.,4,2025-09-13,Commercial Bank of Ethiopia (CBE),Google Play Store,User_86925,32,CBE
Com_20250326_000140,Love using Commercial Bank of Ethiopia (CBE) mobile banking. secure!,4,2025-03-26,Commercial Bank of Ethiopia (CBE),Google Play Store,User_54097,13,CBE
Com_20241225_000141,Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,4,2024-12-25,Commercial Bank of Ethiopia (CBE),Google Play Store,User_64946,27,CBE
Com_20250203_000142,Commercial Bank of Ethiopia (CBE) app is functional for basic needs.,3,2025-02-03,Commercial Bank of Ethiopia (CBE),Google Play Store,User_61324,37,CBE
Com_20251013_000143,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,4,2025-10-13,Commercial Bank of Ethiopia (CBE),Google Play Store,User_48945,21,CBE
Com_20250618_000144,Excellent Commercial Bank of Ethiopia (CBE) app in Addis. widely used. Transactions in Birr work fine.,4,2025-06-18,Commercial Bank of Ethiopia (CBE),Google Play Store,User_85492,8,CBE
Com_20250208_000145,Very satisfied with Commercial Bank of Ethiopia (CBE) app. secure. Transactions in Birr work fine.,4,2025-02-08,Commercial Bank of Ethiopia (CBE),Google Play Store,User_31020,7,CBE
Com_20251017_000146,Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. reliable service.,5,2025-10-17,Commercial Bank of Ethiopia (CBE),Google Play Store,User_32437,49,CBE
